employer_id,vacancy_id,evidence_url,support_team_size_min,support_evidence,evidence_type,mentions_24_7,shift_work
10938906,128085164,https://hh.ru/vacancy/128085164,10,"Признаки крупной поддержки: упоминание 24/7/круглосуточно, сменный график/ночные смены. По правилу B ставим минимум 10.",jobs,1,1
11036,128680561,https://hh.ru/vacancy/128680561,15,Прямое указание размера команды поддержки: 15 человек.,jobs,0,0
11059812,128622679,https://hh.ru/vacancy/128622679,1000,Прямое указание размера команды поддержки: 1000 человек.,jobs,0,0
1113074,128756251,https://hh.ru/vacancy/128756251,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,jobs,0,1
11169361,128870469,https://hh.ru/vacancy/128870469,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,jobs,0,1
11198919,128142591,https://hh.ru/vacancy/128142591,10,"Признаки крупной поддержки: упоминание 24/7/круглосуточно, сменный график/ночные смены. По правилу B ставим минимум 10.",jobs,1,1
11251356,128005453,https://hh.ru/vacancy/128005453,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,jobs,0,1
11404585,128002824,https://hh.ru/vacancy/128002824,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,jobs,0,1
1143406,128870637,https://hh.ru/vacancy/128870637,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,jobs,0,1
1144203,128857243,https://hh.ru/vacancy/128857243,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,jobs,0,1
11447216,127997313,https://hh.ru/vacancy/127997313,10,Признаки крупной поддержки: упоминание 24/7/круглосуточно. По правилу B ставим минимум 10.,jobs,1,0
11504682,128731710,https://hh.ru/vacancy/128731710,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,jobs,0,1
1151579,127619083,https://hh.ru/vacancy/127619083,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,jobs,0,1
11538765,128856741,https://hh.ru/vacancy/128856741,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,jobs,0,1
11587041,126831173,https://hh.ru/vacancy/126831173,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,jobs,0,1
11661728,118989777,https://hh.ru/vacancy/118989777,10,"Признаки крупной поддержки: упоминание 24/7/круглосуточно, сменный график/ночные смены. По правилу B ставим минимум 10.",jobs,1,1
11742309,128705502,https://hh.ru/vacancy/128705502,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,jobs,0,1
11845488,128048870,https://hh.ru/vacancy/128048870,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,jobs,0,1
1189320,127625856,https://hh.ru/vacancy/127625856,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,jobs,0,1
11938957,128323981,https://hh.ru/vacancy/128323981,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,jobs,0,1
12031862,128226477,https://hh.ru/vacancy/128226477,10,Признаки крупной поддержки: упоминание 24/7/круглосуточно. По правилу B ставим минимум 10.,jobs,1,0
1208766,123919713,https://hh.ru/vacancy/123919713,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,jobs,0,1
1209826,128866664,https://hh.ru/vacancy/128866664,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,jobs,0,1
12409194,128336161,https://hh.ru/vacancy/128336161,10,"Признаки крупной поддержки: упоминание 24/7/круглосуточно, сменный график/ночные смены. По правилу B ставим минимум 10.",jobs,1,1
1320790,128868971,https://hh.ru/vacancy/128868971,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,jobs,0,1
132654,127606429,https://hh.ru/vacancy/127606429,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,jobs,0,1
